IDNUMBER,SMILES,predicts-2315,predicts-5444,predicts-5010,predicts-1936,predicts-4621,predicts-3199,predicts-9572,predicts-8469,predicts-6294,predicts-3483,predicts-5030,predicts-6894
AN-566/21182005,CC1(C)(C=Cc2cc3C=CC(=O)Oc3(cc2(O1))),0.1,0.2,0.1,0.1,0.4,0.2,0.3,0.4,0.5,0.2,0,0
AN-584/03741020,O=[N+]([O-])c1ccc(cc1)CS(=O)(=O)[O-],0,0,0.1,0,0,0,0,0.1,0,0,0,0.1
AN-584/05713017,COC(=O)C3=C(C)NC=1CC(C)(C)CC(=O)C=1C3(c2ccc(cc2)OC(C)=O),0.1,0,0.4,0.2,0.5,0.1,0.90000004,0.5,0.1,0.2,0,0.1
AN-584/09278031,O=C(NCCc1ccccc1)c2cc3OCOc3(cc2[N+](=O)[O-]),0,0,0.1,0.1,0.1,0,0,0.1,0,0,0,0.1
AN-584/11638062,OC(=O)C=CC(=O)Nc1ccc(O)cc1,0.8,0.4,0.6,0.90000004,0.2,0.4,0.1,0.5,0.2,0.8,0.6,0.6
AN-584/11653041,O=[N+]([O-])c1cccc(c1)C=2Nc4cccc3cccc(N=2)c34,0,0,0.2,0,0.1,0,0.3,0,0,0,0,0.2
AN-584/12114296,O=[N+]([O-])c1ccc(cc1)OCc2ccccc2G,0.1,0,0,0.1,0.1,0,0.1,0.1,0.3,0.1,0,0.1
AN-584/13054460,Nc1cc(ccc1c2ccc(cc2)[N+](=O)[O-])[N+](=O)[O-],0,0.1,0.1,0.2,0,0,0.1,0,0,0.1,0.1,0
AN-584/13156516,OC(=O)CCOc1cccc(c1)G,0.2,0,0.1,0.2,0,0.3,0.3,0.8,0.3,0.1,0.2,0.1
AN-584/13210340,OC(=O)C=CC(=O)Nc1ccc(F)cc1,0,0.1,0.2,0.3,0.2,0.3,0.1,0.90000004,0.3,0.5,0.8,0.3
AN-584/40080387,Cc1c(cc(cc1R)NCC(=O)NN=Cc2cc(ccc2(O))[N+](=O)[O-])R,0.2,0,0.1,0.2,0,0.1,0.1,0.1,0,0.1,0.3,0
AN-584/40114858,CCOc2cc(cc(C=NNC(=O)COc1c(C)cc(cc1(C))R)c2(O))[N+](=O)[O-],0.1,0.1,0,0,0,0,0,0.1,0,0,0,0
AN-584/40151720,Cc1nc(C=O)ccc1[N+](=O)[O-],0.5,0.1,0.3,0.5,0.90000004,0.3,0.7,0.1,0.4,0.4,0.5,0.6
AN-584/40170418,CC1=CN(C)C(=O)N(C)C1(=O),0.90000004,0.90000004,0.8,0.8,0.90000004,0.6,0.8,0.3,0.6,0.2,0.4,0.8
AN-584/40195566,CC=1C=C(C)NC(=O)C=1,0.8,1,0.6,0.2,0.2,0.7,0.90000004,0.3,0.6,0.7,0.8,0.3
AN-584/40206179,Cc1c(cc(cc1R)NCC(=O)NN)R,0.1,0,0.1,0.5,0.1,0.2,0,0.3,0.2,0.2,0.3,0.4
AN-584/40228722,CC=CC1OC(=O)C(C)=C1(O),1,0.6,1,0.90000004,1,0.7,0.2,0.8,0.6,0.4,0.4,0.8
AN-584/40632290,O=Cc1cn2C=CC=Cc2(n1),0,0.1,0.1,0.1,0,0.5,0,0.1,0,0.1,0,0.1
AN-584/40848509,Nc1cc(ccc1(C(O)=O))[N+](=O)[O-],0.3,0.1,0,0.2,0,0,0,0.1,0.1,0,0.2,0.1
AN-584/40960149,COc1ccc(NC(=O)C=CC(O)=O)c(c1)OC,0,0.2,0,0.1,0.1,0.1,0,0.1,0.3,0,0.3,0
AN-584/41414392,CN(C)C=CC(=O)c1cccs1,0.1,0.1,0.2,0,0.5,0.1,0.4,0.2,0.1,0.1,0.1,0.1
AN-584/41682963,CC(=O)c1cccc(c1)OCCC#N,0.2,0.1,0.1,0.3,0.5,0.3,0,0.5,0.4,0.3,0.3,1
AN-584/41775051,CC(=O)N=C2OC(C)=C(C#N)c1ccccc12,0,0,0,0.1,0.1,0.1,0,0.2,0.1,0.1,0.1,0
AN-584/41775052,N#CC=2c3ccccc3(C(=O)OC=2(c1ccccc1)),0.1,0,0.2,0,0.1,0.1,0.1,0,0,0.2,0,0
AN-584/42206201,O=[N+]([O-])c1ccc(cc1)S(=O)(=O)N2CCC=CCC2,0,0.4,0,0.2,0.1,0.1,0.5,0.5,0,0.1,0,0
AN-584/42206206,O=[N+]([O-])c1ccc(cc1)S(=O)(=O)N2CCCC=CC2,0,0.3,0.1,0.1,0.2,0,0.5,0.3,0,0.1,0.1,0
AN-584/42206210,COC(=O)c1ncoc1(C(=O)OC),0.6,0,0.1,0.2,0.4,0,0.2,0.5,0.1,0.1,0.1,0.1
AN-584/42300759,CN(C)C=C(C=[N+](C)C)C=[N+](C)C,1,0.90000004,1,0.5,0.90000004,0.90000004,1,1,0.90000004,1,1,1
AN-584/42955648,CN1CCN(CC1)C2=NC=CC(=O)N2,0.90000004,0.4,0.90000004,0.90000004,0.8,0.7,1,0.6,0.7,0.5,0.7,0.3
AN-584/42955651,O=C1C=CN=C(N1)Nc2ccc(cc2)R,0,0.2,0,0.2,0.2,0.2,0,0.1,0.1,0.3,0.2,0.1
AN-584/42956274,COc1ccc(cc1G)NC2=NC=CC(=O)N2,0.1,0.1,0.1,0.3,0,0.3,0.2,0.3,0.5,0.90000004,0.7,0.1
AN-584/42996458,COc1ccccc1(CNC(=O)C=CC(=O)O),0.1,0.1,0,0.1,0.2,0.2,0.3,0.7,0.1,0.1,0.2,0.1
AN-584/43287214,COc2ccc(c(C=Nc1ccc(C)cc1)c2)[N+](=O)[O-],0.1,0,0,0.2,0.2,0.1,0.1,0,0.2,0.1,0.5,0
AN-584/43292996,CC=1N=C2C=CC=CN2(C(=O)C=1(CCO)),0.4,0.6,0.3,0.3,0.6,0.3,0.4,0.6,0.4,1,0.7,0.5
AN-584/43342874,COc1c(cccc1G)[N+](=O)[O-],0.1,0,0,0.1,0.1,0,0.1,0.3,0,0,0.1,0
AN-584/43342893,O=[N+]([O-])c1ccc3c(c1)nc(c2ccccc2)c4cc(ccc34)[N+](=O)[O-],0.1,0.2,0,0.1,0.1,0,0,0.1,0.2,0.1,0,0.1
AN-584/43362392,Cc1cc(c(N)c(c1[N+](=O)[O-])R)R,0,0,0.1,0.1,0,0.1,0,0,0,0.1,0,0
AN-584/43362394,CC(C)(C)c1cc(c(cc1[N+](=O)[O-])C(O)=O)[N+](=O)[O-],0.1,0,0.2,0.1,0,0.2,0,0.1,0,0.1,0,0.1
AN-584/43362395,Oc1cc(ccc1[N+](=O)[O-])G,0.3,0.1,0,0.1,0.1,0.1,0,0.1,0.3,0,0,0.2
AN-584/43363399,Cc1c(C)c(cc(c1(N))[N+](=O)[O-])[N+](=O)[O-],0.1,0,0.1,0.1,0,0.1,0,0,0,0,0.2,0
AN-584/43393257,O=C(O)C(=O)c1ccc(cc1[N+](=O)[O-])G,0.1,0.2,0,0.4,0,0.2,0,0.1,0,0,0,0.1
AN-584/43408167,Cc1c(cc(c(C)c1[N+](=O)[O-])[N+](=O)[O-])C(O)=O,0,0,0.2,0,0,0,0,0.1,0.3,0,0,0.1
AN-584/43408170,CCOC(=O)c1cc(c(C)c(c1(C))[N+](=O)[O-])[N+](=O)[O-],0.2,0.3,0.1,0.1,0.2,0.1,0,0.5,0,0,0,0
AN-584/43408174,Cc1ccc(cc1[N+](=O)[O-])C(C)(C)C,0,0.1,0.2,0.1,0.5,0.1,0.1,0.90000004,0.1,0.1,0.4,0.1
AN-584/43408294,COc4ccc(NC(=O)c2ccc3C(=O)c1ccccc1S(=O)(=O)c3(c2))c(c4)[N+](=O)[O-],0,0,0,0.1,0,0,0.2,0.1,0,0.1,0.4,0
AN-584/43408295,O=C(O)c1cn2N=C(C=Cc2(n1))G,0.2,0.1,0,0.2,0,0.2,0,0,0,0,0.1,0.1
AN-584/43408300,Cc3noc(CC(CC(=O)c1ccccc1)c2ccccc2G)c3[N+](=O)[O-],0,0,0.1,0.1,0,0.2,0,0,0.1,0.1,0,0
AN-584/43408303,Cc1ccc(cc1)C(=O)CC(Cc2onc(C)c2[N+](=O)[O-])c3ccc(F)cc3,0,0,0.1,0.1,0,0.4,0,0.1,0,0,0.3,0
AN-584/43408305,Cc3noc(CC(CC(=O)c1ccc(cc1)G)c2ccccc2)c3[N+](=O)[O-],0,0,0,0.1,0,0.1,0.1,0.1,0,0.1,0,0
AN-584/43408306,COc1ccc(cc1)C(=O)CC(Cc2onc(C)c2[N+](=O)[O-])c3ccccc3,0.1,0,0,0.3,0.1,0,0,0.1,0,0.1,0,0
AN-584/43408307,Cc3noc(CC(CC(=O)c1ccccc1)c2ccc(cc2)G)c3[N+](=O)[O-],0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0
AN-584/43408309,Cc3noc(CC(CC(=O)c1ccc(cc1)C(C)(C)C)c2ccccc2)c3[N+](=O)[O-],0,0,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.2,0.1,0
AN-584/43408311,Cc4noc(CC(CC(=O)c2ccccc2(OCc1ccccc1))c3ccccc3)c4[N+](=O)[O-],0.1,0.1,0,0.1,0,0,0,0.1,0,0.1,0,0.1
AN-584/43409536,CC(=O)Nc1cc(ccc1[N+](=O)[O-])C(C)(C)C,0.1,0,0.1,0.1,0,0.1,0,0.1,0,0.1,0,0.3
AN-584/43409541,CC(=O)N1C=C(C)C(=O)NC1(=O),0.7,1,0.8,0.8,0.90000004,0.8,0.4,1,0.90000004,0.6,0.3,1
AN-584/43409542,CCOC(=O)C(C(c1ccc(cc1)R)R)R,0.1,0.1,0,0.1,0,0.3,0,0.2,0.1,0.1,0,0
AN-584/43409790,CCOC(=O)C2=C(C)NC(NC2(c1ccccc1[N+](=O)[O-]))c3ccccc3[N+](=O)[O-],0.1,0.1,0,0.1,0.2,0,0,0.1,0,0.1,0,0.1
AN-584/43409808,COc1ccc(cc1[N+](=O)[O-])R,0,0.2,0,0,0.1,0,0,0,0.1,0.1,0,0.1
AN-584/43409809,Oc1cc(ccc1[N+](=O)[O-])R,0.3,0.1,0,0.1,0.1,0.1,0,0.1,0.3,0,0,0.2
AN-584/43409810,COc1cc(ccc1[N+](=O)[O-])R,0,0,0,0.1,0,0.1,0,0.1,0.1,0,0.4,0
AN-584/43409812,COc1ccc(c(c1)[N+](=O)[O-])R,0.1,0.2,0,0.1,0,0,0,0.1,0.1,0.1,0.1,0
AN-584/43409814,COc1c(cccc1R)[N+](=O)[O-],0,0.3,0,0.1,0.2,0,0.2,0.1,0,0,0.5,0.1
AN-584/43409815,COc1ccc(c(c1)R)[N+](=O)[O-],0.1,0.2,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0
AN-584/43409842,C=CCOc1ccc(nc1R)C(=O)N2CCOCC2,0.3,0.2,0.2,0.1,0.4,0,0.2,0.7,0.6,0.2,0.3,0
AN-584/43409854,COc1ccc(cc1[N+](=O)[O-])Nc2ccc(OC)c(c2)R,0.1,0,0,0,0,0.1,0,0.1,0,0,0,0
AN-584/43409855,COc1ccc(cc1R)Nc2ccc(c(c2)OC)[N+](=O)[O-],0,0.2,0,0.1,0,0,0,0.2,0.3,0.1,0.1,0.1
AN-584/43409860,O=[N+]([O-])c1ccc(cc1R)OCc2ccccc2,0.1,0.1,0.1,0.1,0,0.3,0,0,0,0.2,0,0.1
AN-584/43409862,O=[N+]([O-])c2cccc(COc1ccc(c(c1)R)[N+](=O)[O-])c2,0.1,0.1,0,0.2,0,0,0.1,0.1,0.1,0.1,0,0.1
AN-584/43414010,CC(=O)Nc1ccc(cc1C(C)(C)C)[N+](=O)[O-],0.1,0.1,0,0.1,0.3,0.4,0.3,0.2,0.2,0.5,0.2,0.3
AN-584/43416181,Cc1cc(ccc1(C#N))[N+](=O)[O-],0.1,0.2,0,0.1,0,0.1,0.1,0.1,0,0,0,0.1
AN-584/43416182,CCOC(=O)c1ccc(c(c1)[N+](=O)[O-])SC#N,0.2,0.1,0.2,0.2,0,0,0,0.4,0,0.2,0,0
AN-584/43416184,Cc1ccc([n+]([O-])c1)R,0,0,0.1,0.1,0,0.1,0,0.2,0.1,0,0,0.1
AN-584/43417492,O=[N+]([O-])c1ccc(c(c1)OCc2ccccc2G)R,0,0.5,0,0.1,0,0,0,0,0.1,0.1,0,0.2
AN-584/43417498,O=[N+]([O-])c2cccc(c2(OCc1ccccc1))R,0.1,0.1,0,0.2,0.1,0.2,0.1,0.1,0,0,0,0
AN-584/43417499,O=[N+]([O-])c2cccc(c2(OCc1ccccc1G))R,0,0,0.1,0,0,0,0,0.2,0,0,0,0.1
AN-584/43417500,O=[N+]([O-])c2cccc(c2(OCc1cccc(c1)G))R,0,0,0.3,0,0,0,0,0.1,0,0,0,0.1
AN-584/43417532,[O-][n+]1ccccc1G,0.1,0,0.1,0.1,0,0.1,0,0.1,0.1,0.1,0.3,0
AN-584/43417534,N#CSc1ccc(cc1[N+](=O)[O-])C(=O)O,0.2,0,0,0,0.2,0,0.1,0.3,0,0.1,0.1,0.1
AN-584/43420504,COc2ccc(c1c2(cccc1[N+](=O)[O-]))[N+](=O)[O-],0,0.4,0,0.1,0,0,0,0.1,0.1,0,0,0
AN-584/43420505,CCOc2ccc(c1c2(cccc1[N+](=O)[O-]))[N+](=O)[O-],0.1,0.2,0,0.1,0.1,0.1,0,0.1,0,0.1,0,0.1
AN-584/43421519,CSC=1NC(=O)C(C#N)=C(N)C=1(C#N),0,0.3,0.3,0.2,0.8,0.5,0.2,0.4,0.5,0.8,0.5,0.6
AN-584/43421522,O=[N+]([O-])c1ccc3c(c1)nc2ccccc2c3G,0,0.1,0,0.1,0.1,0.2,0.1,0.1,0,0,0,0.1
AN-584/43422703,COc1ccc(c(c1)G)[N+](=O)[O-],0.1,0.2,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0
AN-584/43422712,COc1cccc(c1G)[N+](=O)[O-],0.1,0.2,0,0.1,0,0.2,0,0,0,0.1,0.1,0.1
AN-584/43422713,COc1cccc(c1[N+](=O)[O-])G,0,0,0.1,0.1,0,0,0,0,0,0.1,0,0
AN-584/43422882,CN3c1ccccc1SC2C=CC(CC#N)=CC23,0.90000004,0.2,0.8,0.7,1,1,0.90000004,0.3,0.4,0.7,0.90000004,0.90000004
AN-584/43422889,COc1cc(cc(c1)OC)NC(=O)C=CC(=O)O,0.5,0.90000004,0.3,0.1,0.2,0.2,0.1,0.6,0.3,0.4,0.8,0.4
AN-584/43422892,COC(=O)CC=1C=CC3C(C=1)N(C)c2ccccc2S3,0,0,0.1,0.2,0.2,0.4,0.1,0.2,0,0.3,0.5,0
AN-584/43422893,CN5c1ccccc1SC4C=CC(CCN2C(=O)c3ccccc3(C2(=O)))=CC45,0,0,0.4,0.1,0.3,0.2,0.2,0.1,0.1,0,0,0.1
AN-584/43422894,O=[N+]([O-])c1ccc2c4nc5ccccc5(nc4(c3ccc(c1c23)[N+](=O)[O-])),0.1,0,0,0.1,0,0.1,0,0.1,0,0.1,0.3,0.1
AN-584/43447528,Cc1cc(ccc1R)[N+](=O)[O-],0,0.3,0,0.2,0,0,0,0,0,0,0,0.1
AN-584/43447544,COC(=O)c1ccc(cc1)C(=O)NCCCN(C)C,0.5,0.4,0.6,0.1,0,0.7,0.1,0.1,0.2,0.1,0.3,0
AN-584/43460754,Cc1ccc(cc1[N+](=O)[O-])N(CC(=O)O)S(=O)(=O)c2ccc(C)c(c2)[N+](=O)[O-],0.2,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0,0.5,0
AN-584/43460843,CCOC(=O)c1cc(ccc1SC#N)NC(C)=O,0.4,0.8,0.3,0.2,0.5,0.1,0.8,1,0.4,0.4,0.6,0.4
AN-584/43462057,CCc1c(cc(cc1[N+](=O)[O-])C(O)=O)[N+](=O)[O-],0.1,0,0.1,0.1,0,0,0.1,0.1,0,0.1,0,0
AN-584/43462058,COc1cc(cc(c1)OC)NC2=NC=CC(=O)N2,0.1,0.1,0.3,0.6,0.1,0.2,0.6,0.90000004,0.8,0.7,0.5,0.7
AN-584/43462593,COC(=O)C1=CC(C)=CC(=O)N1,0.3,1,0.90000004,0.7,0.1,0.1,0.3,0.4,0.6,0.2,0.1,0.3
AN-584/43464181,CN1C=CC(=CC1(=O))C(=O)G,0.90000004,0.90000004,0.90000004,1,1,1,0.7,0.8,1,1,1,1
AN-584/43465567,Cc1ccc(nc1)NC(=O)CG,0,0.3,0.2,0.3,0.2,0.7,0,0.1,0.1,0.2,0.3,0.2
AN-584/43465569,COC(=O)c1ccc(nc1)NC(=O)CG,0,0.1,0,0.1,0.1,0.1,0,0.1,0.1,0.1,0,0
AN-584/43471639,Cc1cc(c(C)cc1[N+](=O)[O-])[N+](=O)[O-],0.2,0.2,0,0.1,0.3,0.1,0.1,0.1,0.1,0.2,0.1,0
AN-584/43471640,Cc1cc(c(C)c(c1)[N+](=O)[O-])[N+](=O)[O-],0.2,0.1,0,0,0,0,0.3,0.2,0,0,0.1,0.1
AN-584/43484533,Cc1cc(C#N)ccc1(C#N),0.4,0.1,0.5,0,0.6,0.2,0.8,0.2,0,0.2,0.8,0.1
AN-584/43485241,OC(=O)CC=1NC(=O)c2ccccc2(N=1),0,0,0.1,0.1,0.1,0.3,0,0.1,0.3,0.1,0,0
AN-584/43492322,C=CCSC=1NC(N)=C(C(=O)N=1)C(c2ccc(cc2)OCc3ccccc3)C4=C(N)NC(=NC4(=O))SCC=C,0,0,0,0.1,0,0.1,0.4,0.1,0.1,0.2,0.4,0
AN-584/43492323,CC(=O)CSC=1NC(N)=C(C(=O)N=1)C(c2ccc3OCOc3(c2))C4=C(N)NC(=NC4(=O))SCC(C)=O,0.1,0,0.2,0.3,0.4,0.1,0.1,0.1,0.1,0.7,0.3,0.4
AN-584/43492328,N#CC3C(=O)NC=1NC(NC(=O)C=1C3(c2ccccc2))=S,0.1,0.2,0.4,0,0.6,0.1,0.90000004,0.2,0.6,0.4,0.3,0.2
AN-584/43492329,N#CC3C(=O)NC=1NC(NC(=O)C=1C3(c2ccco2))=S,0.3,0.4,0.3,0.1,0.2,0.1,0.90000004,0.2,0.6,0.4,0.2,0.4
AN-584/43492330,COc1ccc(cc1)C3C(C#N)C(=O)NC=2NC(NC(=O)C=23)=S,0.3,0.8,0.8,0.2,0.3,0.4,0.3,0.1,0.3,0.8,0.8,0.4
AN-584/43492335,O=C(C=1CCN3C=1c2ccccc2S3(=O)(=O))N4CCOCC4,0,0.1,0.1,0.3,0.1,0.2,0.2,0.1,0,0.1,0.2,0
AN-584/43492338,C#CC(C)(CCC=C(C)C)OC(=O)Nc1ccccc1,0.8,1,0.6,0.5,0.4,0.8,0.5,0.2,0.5,0.6,0.7,0.6
AN-584/43492671,N#CC2C(=O)NC=1NC(NC(=O)C=1C2c3cccs3)=S,0.90000004,0.4,0.6,1,0.7,0.8,0.6,0.8,0.7,1,1,0.7
AN-584/43492676,CSC(=NC#N)SCN1C(=O)C2CC=CCC2(C1(=O)),1,0.8,0.7,0.8,0.8,0.8,0.6,0.6,0.7,0.6,0.5,1
AN-584/43492677,Cc1ccc(c(C)c1)N2C(=O)NC(=C(C#N)C2(=O))SC,0.2,0,0.5,0.1,0.1,0.2,0.3,0.1,0,0.1,0,0.1
AN-584/43492683,CC4=Nc2c(cnn2(c1ccccc1))C(=O)N4(N=Cc3cccnc3),0.1,0,0.1,0.1,0.1,0.6,0.3,0,0.4,0.2,0.7,0.1
AN-584/43492691,CCOC(=O)C(C)=NNc2nc(C)nc(c1ccccc1)c2(C#N),0.1,0.1,0.1,0,0.1,0.1,0.2,0.1,0,0.1,0.5,0.1
AN-584/43492692,CCOC(=O)CSC1=NC(N)=C(C(=O)N1)C(c2ccccc2)C3=C(N)N=C(NC3(=O))SCC(=O)OCC,0.1,0,0.2,0.5,0.3,0.1,0,0.3,0.6,0.6,0.2,0.4
AN-584/43492729,CC(C)(C)OC(=O)C2CCC(=O)N2(Cc1ccccc1),0.90000004,0.1,0.1,1,0.2,0.8,0.3,0.6,0.4,0.90000004,0.7,1
AN-584/43492730,O=C1C=C(CO1)OCc2ccccc2,0,0,0.2,0.3,0.3,0.1,0.3,0,0,0,0.2,0.2
AN-584/43492787,O=Cc2c(nc1ccccn12)c3ccc(cc3)[N+](=O)[O-],0,0,0,0.1,0,0.1,0,0,0,0,0.1,0
AN-584/43492788,CC1CCN(CC1)c2ccc(c(c2)NC3CC3)[N+](=O)[O-],0,0.1,0.1,0.1,0.2,0.5,0.6,0.1,0,0,0.2,0
AN-584/43492789,CC1CCCN(C1)c2ccc(c(c2)NC3CC3)[N+](=O)[O-],0,0.1,0,0.1,0.1,0.2,0.3,0.3,0,0.1,0.2,0
AN-584/43492792,CCOc1ccc(cc1(C))[N+](=O)[O-],0.1,0.1,0,0.1,0.1,0.3,0.1,0.1,0.5,0.1,0.1,0.1
AN-584/43492793,COc1ccc(cc1(C))[N+](=O)[O-],0.1,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0
AN-584/43493881,CCOC(=O)c4c1CCCCc1sc4(NC(=O)CSc2nc(N)c(C#N)c(c2(C#N))c3cccs3),0,0,0.3,0.2,0.2,0.1,0,0.3,0.1,0.2,0.1,0.3
AN-584/43493891,C=CCn2c(CNC(=O)c1ccccc1(F))nnc2SCC(=O)Nc3ccc(C)c(c3)[N+](=O)[O-],0.1,0,0.1,0.2,0.1,0.1,0,0.1,0,0.1,0.3,0
AN-584/43493892,N#CCC1=CC2N=CC=CC2(=N1),0.6,1,0.1,1,1,0.2,0.8,0.90000004,0.1,0.3,0.90000004,0.1
AN-584/43493893,O=C1NC=C(C(=O)N1)c2ncc(cn2)R,0.1,0,0,0.1,0.1,0.1,0,0,0.2,0,0.1,0.1
AN-584/43493897,CSC56(c7ccccc7(CCN6(C(=O)C5(N4C(=O)C(Oc1ccccc1)C4(c2ccc3OCOc3(c2)))))),0.1,0.1,0.1,0.1,0.3,0.1,0.4,0.2,0,0.1,0.4,0
AN-584/43493898,Oc1ccc5c(c1)Oc2cc(O)c(c(c2C45(OC(=O)c3ccccc34))[N+](=O)[O-])[N+](=O)[O-],0,0.4,0.3,0.1,0,0.1,0.1,0.2,0.3,0,0,0.1
AN-584/43503106,CC(OC(=O)Oc1ccc(cc1)[N+](=O)[O-])G,0.3,0,0.2,0.3,0.4,0.8,0.5,0.1,0.4,0,0,0.2
AN-584/43503109,CC(=O)c1cccc(c1)OCCO,0.1,0,0.1,0.2,0.5,0.3,0.2,0.4,0.4,0.6,0.3,1
AN-584/43503112,CC(=O)OC(C)OC(=O)Oc1ccc(cc1)[N+](=O)[O-],0,0.1,0.4,0.2,0.8,0,0.3,0.6,0.5,0.2,0.1,0.2
AN-584/43505443,C34(CC(C)C(OC(=O)CC)(C(=O)SCF)C4(C)(CC(O)C2(F)(C3(CC(F)C1=CC(=O)C=CC12(C))))),0.90000004,0.90000004,0.90000004,0.90000004,1,0.8,0.3,0.8,0.7,0.5,0.6,0.5
AN-584/43507466,CC(C)C=CC(=O)c1ccc(cc1)[N+](=O)[O-],0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1
AN-584/43507470,COc1cccc(c1)NC2=NC=C(C(=O)N2)R,0.2,0.1,0.1,0.3,0,0.6,0.1,0,0.1,0.7,0.6,0.6
AN-584/43507487,CC1(C)(CC(=O)C3=C(C1)NC(C=C3(c2ccccc2))c4ccccc4),0,0.1,0.2,0.1,0,0.1,0,0.1,0.1,0.1,0,0
AN-584/43507493,CSC1=NC=C(C(=O)N1)I,0.2,0,0,0.2,0.1,0,0.1,0,0,0,0,0.2
AN-584/43507496,COc1ccc(cc1G)NC2=NC=C(C(=O)N2)R,0.1,0.1,0,0.1,0,0.1,0,0.1,0.1,0.1,0,0
AN-584/43522511,N#Cc1ccc(cc1)c4nc2cc(ccc2c3ccc(cc34)[N+](=O)[O-])[N+](=O)[O-],0,0.1,0,0.1,0,0.2,0.1,0,0,0,0,0.1
AN-584/43522513,N#Cc1ccc(cc1)C(=O)Nc3cc(ccc3(c2ccc(cc2)[N+](=O)[O-]))[N+](=O)[O-],0.1,0,0.5,0.1,0,0.3,0.7,0.2,0,0.1,0,0
AN-584/43522515,Oc1ccc(cc1)c4nc2cc(ccc2c3ccc(cc34)[N+](=O)[O-])[N+](=O)[O-],0.1,0.1,0,0.1,0.1,0.3,0.5,0.1,0.1,0,0.1,0.1
AN-584/43522516,CC2=C(C(=O)N(c1ccccc1)N2(C))G,0.1,0,0.1,0,0.1,0.3,0.2,0.3,0,0.3,0.4,0.1
AN-584/43522517,CC2=C(C(=O)N(c1ccccc1)N2(C))I,0.1,0,0.1,0,0.1,0.3,0.2,0.3,0,0.3,0.4,0.1
AN-584/43522522,COc1ccc(cc1)C(=O)Nc3cc(ccc3(c2ccc(cc2)[N+](=O)[O-]))[N+](=O)[O-],0.1,0,0.1,0.1,0.1,0.1,0,0.1,0.2,0,0.2,0
AN-584/43522533,Cc1c(C#N)c(N)ccc1R,0,0.1,0.1,0,0,0.1,0,0,0,0,0,0
AN-604/13240002,CCC1OCC2C(CO1)=C(NN=C2(C(=O)OC))C(=O)OC,1,0.2,0.3,0.90000004,0.5,0.2,0.6,0.6,0.5,0.7,0,0.2
AN-604/13240005,CC5=C(Nc2cc(c1nonc1c2[N+](=O)[O-])N3CCCCCC3)C(=O)N(c4ccccc4)N5(C),0,0.1,0,0,0.5,0.2,0.2,0.2,0.2,0,0.1,0.1
AN-604/13600004,N#CSc1ccc(cc1)Nc3cc(c2nonc2c3[N+](=O)[O-])N4CCCCCC4,0,0.1,0,0.1,0.1,0.2,0,0.1,0,0,0,0.1
AN-604/14282001,O=[N+]([O-])c2c(cc1c(no[n+]1([O-]))c2G)G,0.1,0,0,0,0,0.3,0.1,0.1,0.2,0,0.4,0
AN-604/15080001,CC=1NC(N=C(O)C=1(CCCO))=S,0.2,0,0.1,0.3,0.4,0.2,0,0.3,0,0.3,0.2,0.1
AN-604/15168080,C=CCNc2ccc1nonc1c2[N+](=O)[O-],0.3,0,0.3,0,0.1,0,0.4,0.2,0.2,0.4,0.1,0.3
AN-604/15168084,CC(C)(C)Nc1ccc(c2nonc12)[N+](=O)[O-],0.1,0,0.3,0.2,0.1,0.2,0.5,0.1,0,0.2,0.1,0.1
AN-604/15168086,CC(C)(C)Nc2c(ccc1nonc12)[N+](=O)[O-],0.2,0,0.4,0.1,0.2,0.2,0.5,0.3,0.1,0.2,0,0.3
AN-604/15168087,CC(C)(C)Nc2c(cc(c1nonc12)[N+](=O)[O-])[N+](=O)[O-],0,0.2,0,0,0,0.3,0.1,0.1,0,0.1,0.2,0.1
AN-604/15168120,Cc3cc(NNc1c(cncc1[N+](=O)[O-])[N+](=O)[O-])nc(NNc2c(cncc2[N+](=O)[O-])[N+](=O)[O-])n3,0.1,0,0.1,0.1,0.1,0,0,0,0,0.1,0.1,0
AN-604/21218008,C23(CCC45(CC(=NNC(=O)Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C(C)(CCC4(C3(C)(CCCC2(C)(C(O)=O))))C5)),0.7,0.3,0.3,0.2,0.1,0.4,0.7,0.2,0.1,0.1,0.6,0.4
AN-604/40681659,OC(=O)c1cccc(c1)NC=3C(OC(=O)c2ccccc2)OC(=O)C=3G,0,0,0.3,0,0.4,0.1,0.1,0.1,0.2,0.1,0.2,0.1
AN-604/40681696,OC(=O)c1ccc(cc1)NC=3C(OC(=O)c2ccc(cc2)[N+](=O)[O-])OC(=O)C=3G,0.1,0.3,0,0.1,0.5,0.3,0.5,0.2,0.3,0.1,0.1,0.1
AN-604/40744409,OC(=O)c1cscn1,0.8,0.8,0.2,0.5,0.7,0.3,0.2,0.90000004,0.90000004,0.7,0.8,0.90000004
